"task","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","section","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","rt","stimulus","response","success","timeout","failed_images","failed_audio","failed_video","block","accuracy","slider_start","choices","correct","standardized_response","num_attention_checks_correct"
"street view slide show","image-button-response","134","617989","0.0-134.0","","656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951","4","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/CO_1325/IMG_11_1325.jpg","null","","","","","","3","","","","","",""
"street view slide show","image-button-response","135","619005","0.0-135.0","","656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951","4","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/CO_1325/IMG_1_1325.jpg","null","","","","","","3","","","","","",""
"street view slide show","image-button-response","136","620022","0.0-136.0","","656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951","4","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/CO_1325/IMG_8_1325.jpg","null","","","","","","3","","","","","",""
"dot matrix survey1","survey","137","627079","0.0-137.0","","656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951","4","","","","","","","","","","","","7040","","{""P0_Q0"":null,""P0_Q1"":{""wealthy"":2,""safe"":2,""walkable"":2,""traditional"":2,""diverse"":2}}","","","","","","3","[]","","","","",""
"dot matrix survey2","survey","138","639814","0.0-138.0","","656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951","4","","","","","","","","","","","","12726","","{""P0_Q0"":null,""P0_Q1"":{""violence"":1,""crime"":1,""drug"":1,""schools"":2,""opportunities"":2}}","","","","","","3","[]","","","","",""
"dot matrix survey3","survey","139","648801","0.0-139.0","","656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951","4","","","","","","","","","","","","8978","","{""P0_Q0"":null,""P0_Q1"":{""movein"":2,""moveout"":2,""shopping"":2,""walk"":2,""park"":2,""school"":2}}","","","","","","3","[]","","","","",""
"sliderTrial","html-slider-response","140","654255","0.0-140.0","","656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951","4","","","","","","","","","","","","5453","[""SV_PolicingMSA/CO_1325/IMG_13_1325.jpg"",""SV_PolicingMSA/CO_1325/IMG_5_1325.jpg"",""SV_PolicingMSA/CO_1325/IMG_3_1325.jpg"",""SV_PolicingMSA/CO_1325/IMG_9_1325.jpg"",""SV_PolicingMSA/CO_1325/IMG_14_1325.jpg"",""SV_PolicingMSA/CO_1325/IMG_11_1325.jpg"",""SV_PolicingMSA/CO_1325/IMG_1_1325.jpg"",""SV_PolicingMSA/CO_1325/IMG_8_1325.jpg""]","5","","","","","","3","","4","[""./rc_img/cop_condGroup_7_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_7_SafeStreets_autoscaled.png""]","","5",""
"sliderTrial","html-slider-response","141","658295","0.0-141.0","","656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951","4","","","","","","","","","","","","4040","[""SV_PolicingMSA/CO_1325/IMG_13_1325.jpg"",""SV_PolicingMSA/CO_1325/IMG_5_1325.jpg"",""SV_PolicingMSA/CO_1325/IMG_3_1325.jpg"",""SV_PolicingMSA/CO_1325/IMG_9_1325.jpg"",""SV_PolicingMSA/CO_1325/IMG_14_1325.jpg"",""SV_PolicingMSA/CO_1325/IMG_11_1325.jpg"",""SV_PolicingMSA/CO_1325/IMG_1_1325.jpg"",""SV_PolicingMSA/CO_1325/IMG_8_1325.jpg""]","7","","","","","","3","","4","[""./rc_img/cop_condGroup_8_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_8_SafeStreets_autoscaled.png""]","","7",""
"sliderTrial","html-slider-response","142","662407","0.0-142.0","","656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951","4","","","","","","","","","","","","4110","[""SV_PolicingMSA/CO_1325/IMG_13_1325.jpg"",""SV_PolicingMSA/CO_1325/IMG_5_1325.jpg"",""SV_PolicingMSA/CO_1325/IMG_3_1325.jpg"",""SV_PolicingMSA/CO_1325/IMG_9_1325.jpg"",""SV_PolicingMSA/CO_1325/IMG_14_1325.jpg"",""SV_PolicingMSA/CO_1325/IMG_11_1325.jpg"",""SV_PolicingMSA/CO_1325/IMG_1_1325.jpg"",""SV_PolicingMSA/CO_1325/IMG_8_1325.jpg""]","7","","","","","","3","","4","[""./rc_img/cop_condGroup_5_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_5_SafeStreets_autoscaled.png""]","","7",""
"sliderTrial","html-slider-response","143","666158","0.0-143.0","","656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951","4","","","","","","","","","","","","3750","[""SV_PolicingMSA/CO_1325/IMG_13_1325.jpg"",""SV_PolicingMSA/CO_1325/IMG_5_1325.jpg"",""SV_PolicingMSA/CO_1325/IMG_3_1325.jpg"",""SV_PolicingMSA/CO_1325/IMG_9_1325.jpg"",""SV_PolicingMSA/CO_1325/IMG_14_1325.jpg"",""SV_PolicingMSA/CO_1325/IMG_11_1325.jpg"",""SV_PolicingMSA/CO_1325/IMG_1_1325.jpg"",""SV_PolicingMSA/CO_1325/IMG_8_1325.jpg""]","7","","","","","","3","","4","[""./rc_img/cop_condGroup_12_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_12_SafeStreets_autoscaled.png""]","","7",""
"sliderTrial","html-slider-response","144","670777","0.0-144.0","","656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951","4","","","","","","","","","","","","4618","[""SV_PolicingMSA/CO_1325/IMG_13_1325.jpg"",""SV_PolicingMSA/CO_1325/IMG_5_1325.jpg"",""SV_PolicingMSA/CO_1325/IMG_3_1325.jpg"",""SV_PolicingMSA/CO_1325/IMG_9_1325.jpg"",""SV_PolicingMSA/CO_1325/IMG_14_1325.jpg"",""SV_PolicingMSA/CO_1325/IMG_11_1325.jpg"",""SV_PolicingMSA/CO_1325/IMG_1_1325.jpg"",""SV_PolicingMSA/CO_1325/IMG_8_1325.jpg""]","1","","","","","","3","","4","[""./rc_img/cop_condGroup_9_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_9_CommunitySafety_autoscaled.png""]","","7",""
"demographics","survey-html-form","145","697033","0.0-145.0","","656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951","4","","","","","","","","","","","","26253","","{""age"":""51"",""sex"":""male"",""gender"":""man"",""gender-self-describe"":"""",""zipcode"":""80634""}","","","","","","","","","","","",""
"demographics-list","survey","146","726276","0.0-146.0","","656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951","4","","","","","","","","","","","","29214","","{""P0_Q0"":null,""race-ethnicity"":[""White or of European ancestry""],""education"":""Some college"",""P1_Q0"":null,""ideology"":""Moderate"",""P2_Q0"":null,""num-moves"":0,""P3_Q0"":null,""social-ladder"":8}","","","","","","","[]","","","","",""
"end-survey","survey-text","147","734039","0.0-147.0","","656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951","4","","","","","","","","","","","","7758","","{""Q0"":""""}","","","","","","","","","","","","2"
"end-survey","html-button-response","148","740350","0.0-148.0","","656776a7904ae00d6b91d1dd","6568aa415bf7d1b82e42e951","4","","","","","","","","","","","","6310","
    You've reached the end of the survey. <br><br> 
    <b>Do not close or refresh this window.</b><br>
    On the next page, you will be automatically redirected to Prolific. <br><br>

    <div class=""alert alert-warning""><b>
    </div>
","0","","","","","","","","","","","",""
