"task","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","section","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","rt","stimulus","response","success","timeout","failed_images","failed_audio","failed_video","block","accuracy","slider_start","choices","correct","standardized_response","num_attention_checks_correct"
"street view slide show","image-button-response","10","67979","0.0-10.0","","656776a7904ae00d6b91d1dd","6568b3cbc252fd9132981d88","2","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/LA_546/IMG_3_546.jpg","null","","","","","","1","","","","","",""
"street view slide show","image-button-response","11","68992","0.0-11.0","","656776a7904ae00d6b91d1dd","6568b3cbc252fd9132981d88","2","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/LA_546/IMG_6_546.jpg","null","","","","","","1","","","","","",""
"street view slide show","image-button-response","12","69997","0.0-12.0","","656776a7904ae00d6b91d1dd","6568b3cbc252fd9132981d88","2","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/LA_546/IMG_13_546.jpg","null","","","","","","1","","","","","",""
"street view slide show","image-button-response","13","71006","0.0-13.0","","656776a7904ae00d6b91d1dd","6568b3cbc252fd9132981d88","2","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/LA_546/IMG_1_546.jpg","null","","","","","","1","","","","","",""
"street view slide show","image-button-response","14","72019","0.0-14.0","","656776a7904ae00d6b91d1dd","6568b3cbc252fd9132981d88","2","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/LA_546/IMG_14_546.jpg","null","","","","","","1","","","","","",""
"dot matrix survey1","survey","15","105296","0.0-15.0","","656776a7904ae00d6b91d1dd","6568b3cbc252fd9132981d88","2","","","","","","","","","","","","33189","","{""P0_Q0"":null,""P0_Q1"":{""wealthy"":1,""safe"":2,""walkable"":2,""traditional"":2,""diverse"":2}}","","","","","","1","[]","","","","",""
"dot matrix survey2","survey","16","125846","0.0-16.0","","656776a7904ae00d6b91d1dd","6568b3cbc252fd9132981d88","2","","","","","","","","","","","","20531","","{""P0_Q0"":null,""P0_Q1"":{""violence"":2,""crime"":2,""drug"":2,""schools"":1,""opportunities"":0}}","","","","","","1","[]","","","","",""
"dot matrix survey3","survey","17","167282","0.0-17.0","","656776a7904ae00d6b91d1dd","6568b3cbc252fd9132981d88","2","","","","","","","","","","","","41428","","{""P0_Q0"":null,""P0_Q1"":{""movein"":0,""moveout"":4,""shopping"":2,""walk"":0,""park"":1,""school"":0}}","","","","","","1","[]","","","","",""
"sliderTrial_attention","html-slider-response","18","177291","0.0-18.0","","656776a7904ae00d6b91d1dd","6568b3cbc252fd9132981d88","2","","","","","","","","","","","","null","[""SV_PolicingMSA/LA_546/IMG_11_546.jpg"",""SV_PolicingMSA/LA_546/IMG_9_546.jpg"",""SV_PolicingMSA/LA_546/IMG_2_546.jpg"",""SV_PolicingMSA/LA_546/IMG_3_546.jpg"",""SV_PolicingMSA/LA_546/IMG_6_546.jpg"",""SV_PolicingMSA/LA_546/IMG_13_546.jpg"",""SV_PolicingMSA/LA_546/IMG_1_546.jpg"",""SV_PolicingMSA/LA_546/IMG_14_546.jpg""]","null","","","","","","1","","4","[""./assets/img/attnchk.png"",""./assets/img/attnchk.png""]","true","",""
"sliderTrial","html-slider-response","19","193745","0.0-19.0","","656776a7904ae00d6b91d1dd","6568b3cbc252fd9132981d88","2","","","","","","","","","","","","16449","[""SV_PolicingMSA/LA_546/IMG_11_546.jpg"",""SV_PolicingMSA/LA_546/IMG_9_546.jpg"",""SV_PolicingMSA/LA_546/IMG_2_546.jpg"",""SV_PolicingMSA/LA_546/IMG_3_546.jpg"",""SV_PolicingMSA/LA_546/IMG_6_546.jpg"",""SV_PolicingMSA/LA_546/IMG_13_546.jpg"",""SV_PolicingMSA/LA_546/IMG_1_546.jpg"",""SV_PolicingMSA/LA_546/IMG_14_546.jpg""]","4","","","","","","1","","4","[""./rc_img/cop_condGroup_12_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_12_SafeStreets_autoscaled.png""]","","4",""
"sliderTrial","html-slider-response","20","213265","0.0-20.0","","656776a7904ae00d6b91d1dd","6568b3cbc252fd9132981d88","2","","","","","","","","","","","","19518","[""SV_PolicingMSA/LA_546/IMG_11_546.jpg"",""SV_PolicingMSA/LA_546/IMG_9_546.jpg"",""SV_PolicingMSA/LA_546/IMG_2_546.jpg"",""SV_PolicingMSA/LA_546/IMG_3_546.jpg"",""SV_PolicingMSA/LA_546/IMG_6_546.jpg"",""SV_PolicingMSA/LA_546/IMG_13_546.jpg"",""SV_PolicingMSA/LA_546/IMG_1_546.jpg"",""SV_PolicingMSA/LA_546/IMG_14_546.jpg""]","4","","","","","","1","","4","[""./rc_img/cop_condGroup_15_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_15_SafeStreets_autoscaled.png""]","","4",""
"sliderTrial","html-slider-response","21","224617","0.0-21.0","","656776a7904ae00d6b91d1dd","6568b3cbc252fd9132981d88","2","","","","","","","","","","","","11350","[""SV_PolicingMSA/LA_546/IMG_11_546.jpg"",""SV_PolicingMSA/LA_546/IMG_9_546.jpg"",""SV_PolicingMSA/LA_546/IMG_2_546.jpg"",""SV_PolicingMSA/LA_546/IMG_3_546.jpg"",""SV_PolicingMSA/LA_546/IMG_6_546.jpg"",""SV_PolicingMSA/LA_546/IMG_13_546.jpg"",""SV_PolicingMSA/LA_546/IMG_1_546.jpg"",""SV_PolicingMSA/LA_546/IMG_14_546.jpg""]","4","","","","","","1","","4","[""./rc_img/cop_condGroup_14_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_14_CommunitySafety_autoscaled.png""]","","4",""
"sliderTrial","html-slider-response","22","232273","0.0-22.0","","656776a7904ae00d6b91d1dd","6568b3cbc252fd9132981d88","2","","","","","","","","","","","","7654","[""SV_PolicingMSA/LA_546/IMG_11_546.jpg"",""SV_PolicingMSA/LA_546/IMG_9_546.jpg"",""SV_PolicingMSA/LA_546/IMG_2_546.jpg"",""SV_PolicingMSA/LA_546/IMG_3_546.jpg"",""SV_PolicingMSA/LA_546/IMG_6_546.jpg"",""SV_PolicingMSA/LA_546/IMG_13_546.jpg"",""SV_PolicingMSA/LA_546/IMG_1_546.jpg"",""SV_PolicingMSA/LA_546/IMG_14_546.jpg""]","3","","","","","","1","","4","[""./rc_img/cop_condGroup_2_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_2_CommunitySafety_autoscaled.png""]","","5",""
"sliderTrial","html-slider-response","23","242977","0.0-23.0","","656776a7904ae00d6b91d1dd","6568b3cbc252fd9132981d88","2","","","","","","","","","","","","10702","[""SV_PolicingMSA/LA_546/IMG_11_546.jpg"",""SV_PolicingMSA/LA_546/IMG_9_546.jpg"",""SV_PolicingMSA/LA_546/IMG_2_546.jpg"",""SV_PolicingMSA/LA_546/IMG_3_546.jpg"",""SV_PolicingMSA/LA_546/IMG_6_546.jpg"",""SV_PolicingMSA/LA_546/IMG_13_546.jpg"",""SV_PolicingMSA/LA_546/IMG_1_546.jpg"",""SV_PolicingMSA/LA_546/IMG_14_546.jpg""]","4","","","","","","1","","4","[""./rc_img/cop_condGroup_11_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_11_SafeStreets_autoscaled.png""]","","4",""
"before_SVSlide_prompt","html-button-response","24","244697","0.0-24.0","","656776a7904ae00d6b91d1dd","6568b3cbc252fd9132981d88","2","","","","","","","","","","","","1719","Click [Next] to see the next neighborhood!","0","","","","","","","","","","","",""
"street view slide show","image-button-response","25","245706","0.0-25.0","","656776a7904ae00d6b91d1dd","6568b3cbc252fd9132981d88","2","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/LA_447/IMG_2_447.jpg","null","","","","","","3","","","","","",""
"street view slide show","image-button-response","26","246711","0.0-26.0","","656776a7904ae00d6b91d1dd","6568b3cbc252fd9132981d88","2","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/LA_447/IMG_7_447.jpg","null","","","","","","3","","","","","",""
"street view slide show","image-button-response","27","247725","0.0-27.0","","656776a7904ae00d6b91d1dd","6568b3cbc252fd9132981d88","2","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/LA_447/IMG_3_447.jpg","null","","","","","","3","","","","","",""
"street view slide show","image-button-response","28","248740","0.0-28.0","","656776a7904ae00d6b91d1dd","6568b3cbc252fd9132981d88","2","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/LA_447/IMG_10_447.jpg","null","","","","","","3","","","","","",""
"street view slide show","image-button-response","29","249756","0.0-29.0","","656776a7904ae00d6b91d1dd","6568b3cbc252fd9132981d88","2","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/LA_447/IMG_0_447.jpg","null","","","","","","3","","","","","",""
"street view slide show","image-button-response","30","250771","0.0-30.0","","656776a7904ae00d6b91d1dd","6568b3cbc252fd9132981d88","2","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/LA_447/IMG_14_447.jpg","null","","","","","","3","","","","","",""
"street view slide show","image-button-response","31","251788","0.0-31.0","","656776a7904ae00d6b91d1dd","6568b3cbc252fd9132981d88","2","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/LA_447/IMG_5_447.jpg","null","","","","","","3","","","","","",""
"street view slide show","image-button-response","32","252802","0.0-32.0","","656776a7904ae00d6b91d1dd","6568b3cbc252fd9132981d88","2","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/LA_447/IMG_9_447.jpg","null","","","","","","3","","","","","",""
"dot matrix survey1","survey","33","274441","0.0-33.0","","656776a7904ae00d6b91d1dd","6568b3cbc252fd9132981d88","2","","","","","","","","","","","","21602","","{""P0_Q0"":null,""P0_Q1"":{""wealthy"":2,""safe"":3,""walkable"":3,""traditional"":4,""diverse"":4}}","","","","","","3","[]","","","","",""
"dot matrix survey2","survey","34","297079","0.0-34.0","","656776a7904ae00d6b91d1dd","6568b3cbc252fd9132981d88","2","","","","","","","","","","","","22629","","{""P0_Q0"":null,""P0_Q1"":{""violence"":1,""crime"":1,""drug"":1,""schools"":2,""opportunities"":2}}","","","","","","3","[]","","","","",""
"dot matrix survey3","survey","35","319056","0.0-35.0","","656776a7904ae00d6b91d1dd","6568b3cbc252fd9132981d88","2","","","","","","","","","","","","21968","","{""P0_Q0"":null,""P0_Q1"":{""movein"":2,""moveout"":1,""shopping"":4,""walk"":1,""park"":4,""school"":3}}","","","","","","3","[]","","","","",""
"sliderTrial","html-slider-response","36","328785","0.0-36.0","","656776a7904ae00d6b91d1dd","6568b3cbc252fd9132981d88","2","","","","","","","","","","","","9727","[""SV_PolicingMSA/LA_447/IMG_2_447.jpg"",""SV_PolicingMSA/LA_447/IMG_7_447.jpg"",""SV_PolicingMSA/LA_447/IMG_3_447.jpg"",""SV_PolicingMSA/LA_447/IMG_10_447.jpg"",""SV_PolicingMSA/LA_447/IMG_0_447.jpg"",""SV_PolicingMSA/LA_447/IMG_14_447.jpg"",""SV_PolicingMSA/LA_447/IMG_5_447.jpg"",""SV_PolicingMSA/LA_447/IMG_9_447.jpg""]","4","","","","","","3","","4","[""./rc_img/cop_condGroup_12_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_12_SafeStreets_autoscaled.png""]","","4",""
"sliderTrial","html-slider-response","37","332993","0.0-37.0","","656776a7904ae00d6b91d1dd","6568b3cbc252fd9132981d88","2","","","","","","","","","","","","4206","[""SV_PolicingMSA/LA_447/IMG_2_447.jpg"",""SV_PolicingMSA/LA_447/IMG_7_447.jpg"",""SV_PolicingMSA/LA_447/IMG_3_447.jpg"",""SV_PolicingMSA/LA_447/IMG_10_447.jpg"",""SV_PolicingMSA/LA_447/IMG_0_447.jpg"",""SV_PolicingMSA/LA_447/IMG_14_447.jpg"",""SV_PolicingMSA/LA_447/IMG_5_447.jpg"",""SV_PolicingMSA/LA_447/IMG_9_447.jpg""]","4","","","","","","3","","4","[""./rc_img/cop_condGroup_15_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_15_SafeStreets_autoscaled.png""]","","4",""
"sliderTrial","html-slider-response","38","340177","0.0-38.0","","656776a7904ae00d6b91d1dd","6568b3cbc252fd9132981d88","2","","","","","","","","","","","","7182","[""SV_PolicingMSA/LA_447/IMG_2_447.jpg"",""SV_PolicingMSA/LA_447/IMG_7_447.jpg"",""SV_PolicingMSA/LA_447/IMG_3_447.jpg"",""SV_PolicingMSA/LA_447/IMG_10_447.jpg"",""SV_PolicingMSA/LA_447/IMG_0_447.jpg"",""SV_PolicingMSA/LA_447/IMG_14_447.jpg"",""SV_PolicingMSA/LA_447/IMG_5_447.jpg"",""SV_PolicingMSA/LA_447/IMG_9_447.jpg""]","4","","","","","","3","","4","[""./rc_img/cop_condGroup_14_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_14_CommunitySafety_autoscaled.png""]","","4",""
"sliderTrial","html-slider-response","39","346289","0.0-39.0","","656776a7904ae00d6b91d1dd","6568b3cbc252fd9132981d88","2","","","","","","","","","","","","6110","[""SV_PolicingMSA/LA_447/IMG_2_447.jpg"",""SV_PolicingMSA/LA_447/IMG_7_447.jpg"",""SV_PolicingMSA/LA_447/IMG_3_447.jpg"",""SV_PolicingMSA/LA_447/IMG_10_447.jpg"",""SV_PolicingMSA/LA_447/IMG_0_447.jpg"",""SV_PolicingMSA/LA_447/IMG_14_447.jpg"",""SV_PolicingMSA/LA_447/IMG_5_447.jpg"",""SV_PolicingMSA/LA_447/IMG_9_447.jpg""]","4","","","","","","3","","4","[""./rc_img/cop_condGroup_2_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_2_CommunitySafety_autoscaled.png""]","","4",""
"sliderTrial","html-slider-response","40","352865","0.0-40.0","","656776a7904ae00d6b91d1dd","6568b3cbc252fd9132981d88","2","","","","","","","","","","","","6574","[""SV_PolicingMSA/LA_447/IMG_2_447.jpg"",""SV_PolicingMSA/LA_447/IMG_7_447.jpg"",""SV_PolicingMSA/LA_447/IMG_3_447.jpg"",""SV_PolicingMSA/LA_447/IMG_10_447.jpg"",""SV_PolicingMSA/LA_447/IMG_0_447.jpg"",""SV_PolicingMSA/LA_447/IMG_14_447.jpg"",""SV_PolicingMSA/LA_447/IMG_5_447.jpg"",""SV_PolicingMSA/LA_447/IMG_9_447.jpg""]","4","","","","","","3","","4","[""./rc_img/cop_condGroup_11_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_11_SafeStreets_autoscaled.png""]","","4",""
"before_SVSlide_prompt","html-button-response","41","354513","0.0-41.0","","656776a7904ae00d6b91d1dd","6568b3cbc252fd9132981d88","2","","","","","","","","","","","","1647","Click [Next] to see the next neighborhood!","0","","","","","","","","","","","",""
"street view slide show","image-button-response","42","355520","0.0-42.0","","656776a7904ae00d6b91d1dd","6568b3cbc252fd9132981d88","2","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/LA_547/IMG_13_547.jpg","null","","","","","","2","","","","","",""
"street view slide show","image-button-response","43","356533","0.0-43.0","","656776a7904ae00d6b91d1dd","6568b3cbc252fd9132981d88","2","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/LA_547/IMG_6_547.jpg","null","","","","","","2","","","","","",""
"street view slide show","image-button-response","44","357549","0.0-44.0","","656776a7904ae00d6b91d1dd","6568b3cbc252fd9132981d88","2","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/LA_547/IMG_2_547.jpg","null","","","","","","2","","","","","",""
"street view slide show","image-button-response","45","358565","0.0-45.0","","656776a7904ae00d6b91d1dd","6568b3cbc252fd9132981d88","2","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/LA_547/IMG_3_547.jpg","null","","","","","","2","","","","","",""
"street view slide show","image-button-response","46","359579","0.0-46.0","","656776a7904ae00d6b91d1dd","6568b3cbc252fd9132981d88","2","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/LA_547/IMG_12_547.jpg","null","","","","","","2","","","","","",""
"street view slide show","image-button-response","47","360595","0.0-47.0","","656776a7904ae00d6b91d1dd","6568b3cbc252fd9132981d88","2","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/LA_547/IMG_1_547.jpg","null","","","","","","2","","","","","",""
"street view slide show","image-button-response","48","361611","0.0-48.0","","656776a7904ae00d6b91d1dd","6568b3cbc252fd9132981d88","2","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/LA_547/IMG_14_547.jpg","null","","","","","","2","","","","","",""
"street view slide show","image-button-response","49","362626","0.0-49.0","","656776a7904ae00d6b91d1dd","6568b3cbc252fd9132981d88","2","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/LA_547/IMG_10_547.jpg","null","","","","","","2","","","","","",""
"dot matrix survey1","survey","50","380386","0.0-50.0","","656776a7904ae00d6b91d1dd","6568b3cbc252fd9132981d88","2","","","","","","","","","","","","17715","","{""P0_Q0"":null,""P0_Q1"":{""wealthy"":0,""safe"":1,""walkable"":1,""traditional"":2,""diverse"":3}}","","","","","","2","[]","","","","",""
"dot matrix survey2","survey","51","399383","0.0-51.0","","656776a7904ae00d6b91d1dd","6568b3cbc252fd9132981d88","2","","","","","","","","","","","","18989","","{""P0_Q0"":null,""P0_Q1"":{""violence"":2,""crime"":2,""drug"":2,""schools"":1,""opportunities"":1}}","","","","","","2","[]","","","","",""
"dot matrix survey3","survey","52","416992","0.0-52.0","","656776a7904ae00d6b91d1dd","6568b3cbc252fd9132981d88","2","","","","","","","","","","","","17600","","{""P0_Q0"":null,""P0_Q1"":{""movein"":0,""moveout"":4,""shopping"":1,""walk"":0,""park"":2,""school"":1}}","","","","","","2","[]","","","","",""
"sliderTrial","html-slider-response","53","421561","0.0-53.0","","656776a7904ae00d6b91d1dd","6568b3cbc252fd9132981d88","2","","","","","","","","","","","","4567","[""SV_PolicingMSA/LA_547/IMG_13_547.jpg"",""SV_PolicingMSA/LA_547/IMG_6_547.jpg"",""SV_PolicingMSA/LA_547/IMG_2_547.jpg"",""SV_PolicingMSA/LA_547/IMG_3_547.jpg"",""SV_PolicingMSA/LA_547/IMG_12_547.jpg"",""SV_PolicingMSA/LA_547/IMG_1_547.jpg"",""SV_PolicingMSA/LA_547/IMG_14_547.jpg"",""SV_PolicingMSA/LA_547/IMG_10_547.jpg""]","5","","","","","","2","","4","[""./rc_img/cop_condGroup_9_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_9_SafeStreets_autoscaled.png""]","","5",""
"sliderTrial","html-slider-response","54","427721","0.0-54.0","","656776a7904ae00d6b91d1dd","6568b3cbc252fd9132981d88","2","","","","","","","","","","","","6158","[""SV_PolicingMSA/LA_547/IMG_13_547.jpg"",""SV_PolicingMSA/LA_547/IMG_6_547.jpg"",""SV_PolicingMSA/LA_547/IMG_2_547.jpg"",""SV_PolicingMSA/LA_547/IMG_3_547.jpg"",""SV_PolicingMSA/LA_547/IMG_12_547.jpg"",""SV_PolicingMSA/LA_547/IMG_1_547.jpg"",""SV_PolicingMSA/LA_547/IMG_14_547.jpg"",""SV_PolicingMSA/LA_547/IMG_10_547.jpg""]","3","","","","","","2","","4","[""./rc_img/cop_condGroup_10_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_10_CommunitySafety_autoscaled.png""]","","5",""
"sliderTrial","html-slider-response","55","430145","0.0-55.0","","656776a7904ae00d6b91d1dd","6568b3cbc252fd9132981d88","2","","","","","","","","","","","","2422","[""SV_PolicingMSA/LA_547/IMG_13_547.jpg"",""SV_PolicingMSA/LA_547/IMG_6_547.jpg"",""SV_PolicingMSA/LA_547/IMG_2_547.jpg"",""SV_PolicingMSA/LA_547/IMG_3_547.jpg"",""SV_PolicingMSA/LA_547/IMG_12_547.jpg"",""SV_PolicingMSA/LA_547/IMG_1_547.jpg"",""SV_PolicingMSA/LA_547/IMG_14_547.jpg"",""SV_PolicingMSA/LA_547/IMG_10_547.jpg""]","5","","","","","","2","","4","[""./rc_img/cop_condGroup_19_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_19_SafeStreets_autoscaled.png""]","","5",""
"sliderTrial","html-slider-response","56","433617","0.0-56.0","","656776a7904ae00d6b91d1dd","6568b3cbc252fd9132981d88","2","","","","","","","","","","","","3470","[""SV_PolicingMSA/LA_547/IMG_13_547.jpg"",""SV_PolicingMSA/LA_547/IMG_6_547.jpg"",""SV_PolicingMSA/LA_547/IMG_2_547.jpg"",""SV_PolicingMSA/LA_547/IMG_3_547.jpg"",""SV_PolicingMSA/LA_547/IMG_12_547.jpg"",""SV_PolicingMSA/LA_547/IMG_1_547.jpg"",""SV_PolicingMSA/LA_547/IMG_14_547.jpg"",""SV_PolicingMSA/LA_547/IMG_10_547.jpg""]","3","","","","","","2","","4","[""./rc_img/cop_condGroup_3_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_3_CommunitySafety_autoscaled.png""]","","5",""
"sliderTrial","html-slider-response","57","436993","0.0-57.0","","656776a7904ae00d6b91d1dd","6568b3cbc252fd9132981d88","2","","","","","","","","","","","","3375","[""SV_PolicingMSA/LA_547/IMG_13_547.jpg"",""SV_PolicingMSA/LA_547/IMG_6_547.jpg"",""SV_PolicingMSA/LA_547/IMG_2_547.jpg"",""SV_PolicingMSA/LA_547/IMG_3_547.jpg"",""SV_PolicingMSA/LA_547/IMG_12_547.jpg"",""SV_PolicingMSA/LA_547/IMG_1_547.jpg"",""SV_PolicingMSA/LA_547/IMG_14_547.jpg"",""SV_PolicingMSA/LA_547/IMG_10_547.jpg""]","3","","","","","","2","","4","[""./rc_img/cop_condGroup_17_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_17_CommunitySafety_autoscaled.png""]","","5",""
"before_SVSlide_prompt","html-button-response","58","438681","0.0-58.0","","656776a7904ae00d6b91d1dd","6568b3cbc252fd9132981d88","2","","","","","","","","","","","","1687","Click [Next] to see the next neighborhood!","0","","","","","","","","","","","",""
"street view slide show","image-button-response","59","439683","0.0-59.0","","656776a7904ae00d6b91d1dd","6568b3cbc252fd9132981d88","2","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/LA_55/IMG_2_55.jpg","null","","","","","","0","","","","","",""
"street view slide show","image-button-response","60","440691","0.0-60.0","","656776a7904ae00d6b91d1dd","6568b3cbc252fd9132981d88","2","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/LA_55/IMG_0_55.jpg","null","","","","","","0","","","","","",""
"street view slide show","image-button-response","61","441707","0.0-61.0","","656776a7904ae00d6b91d1dd","6568b3cbc252fd9132981d88","2","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/LA_55/IMG_14_55.jpg","null","","","","","","0","","","","","",""
"street view slide show","image-button-response","62","442721","0.0-62.0","","656776a7904ae00d6b91d1dd","6568b3cbc252fd9132981d88","2","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/LA_55/IMG_3_55.jpg","null","","","","","","0","","","","","",""
